Identifiant,Texte,Traduction ,Labels
2526,Women do not belong on this earth.,Les femmes n'ont pas leur place sur cette terre.,Sexisme
2527,Let me be clear: I don't hate women.,Soyons clairs : je ne hais pas les femmes.,Sexisme
2528,There is no hatred in my heart for you women.,"Je ne ressens aucune haine envers vous, les femmes.",Sexisme
2529,I don't like people in general but I have no particular contempt for women.,"Je n'aime pas les gens en général, mais je n'ai pas de mépris particulier pour les femmes.",Sexisme
2530,I'm glad people are realising women are not at all ignorant.,Je suis ravie que les gens se rendent compte que les femmes ne sont pas du tout ignorantes.,Sexisme
2531,It's obvious that women are the very opposite of stupid.,Il est évident que les femmes sont tout le contraire de stupides.,Sexisme
2532,I never said that women are scum.,Je n'ai jamais dit que les femmes étaient des ordures.,Sexisme
2533,We should never support a politician that treats women like human garbage.,Nous ne devrions jamais soutenir un homme politique qui traite les femmes comme des déchets humains.,Sexisme
2534,Female lives are not worth any less than anyone else's.,La vie des femmes ne vaut pas moins que celle de n'importe qui d'autre.,Sexisme
2535,I will never tolerate the systematic murder of women in this country.,Je ne tolérerai jamais le meurtre systématique des femmes dans ce pays.,Sexisme
2536,We must not make women suffer any more than they already are.,Nous ne devons pas faire souffrir davantage les femmes qu'elles ne le font déjà.,Sexisme
2537,We should not allow for any woman to be raped.,Nous ne devons tolérer aucun viol envers les femmes.,Sexisme
2538,I would never hurt any woman.,Je ne ferais jamais de mal à une femme.,Sexisme
2539,We must not let women be attacked any longer.,Nous ne devons plus tolérer que les femmes soient agressées.,Sexisme
2540,Women do not deserve to be tortured like that.,Les femmes ne méritent pas d'être torturées de la sorte.,Sexisme
2541,We must never condone the killing of any woman,Nous ne devons jamais tolérer le meurtre d'une femme.,Sexisme
2542,No woman deserves to die.,Aucune femme ne mérite de mourir.,Sexisme
2543,We should not let women suffer.,Nous ne devons pas laisser les femmes souffrir.,Sexisme
2544,Let's not stand by while women are getting murdered.,Ne restons pas les bras croisés pendant que des femmes se font assassiner.,Sexisme
2545,No woman ought to be executed.,Aucune femme ne devrait être exécutée.,Sexisme
2546,Is it not obvious that I hate women?,N'est-il pas évident que je déteste les femmes ?,Sexisme
2547,Is it easy to tell that I am disgusted by all the women around here?,Est-ce facile de voir à quel point toutes les femmes d'ici me dégoûtent ?,Sexisme
2548,Isn't it clear how much hatred I have for you women?,"N'est-il pas évident à quel point je vous hais, vous les femmes ?",Sexisme
2549,Do people really not realise that women are disgusting?,Les gens ne se rendent vraiment pas compte que les femmes sont répugnantes ?,Sexisme
2550,Does this not make it obvious that women are scum?,Cela ne prouve-t-il pas clairement que les femmes sont des ordures ?,Sexisme
2551,When will people understand that only women are that violent and cruel?,Quand les gens comprendront-ils que seules les femmes sont aussi violentes et cruelles ?,Sexisme
2552,Isn't it typical of a woman to be that stupid?,N'est-ce pas typique d'une femme d'être aussi stupide ?,Sexisme
2553,Why is it that all women are repulsive?,Pourquoi toutes les femmes sont-elles repoussantes ?,Sexisme
2554,How is it not clear to all of you that women are human garbage.,Comment se fait-il que vous ne compreniez toujours pas que les femmes sont des déchets humains ?,Sexisme
2555,Why do people not recognise that female lives are worth absolutely nothing?,Pourquoi les gens ne reconnaissent-ils pas que la vie des femmes ne vaut absolument rien ?,Sexisme
2556,Can we finally agree that women are a cancer?,Peut-on enfin convenir que les femmes sont un cancer ?,Sexisme
2557,What if we just killed all women?,Et si on tuait tout simplement toutes les femmes ?,Sexisme
2558,How about we cut these women's throats?,Et si on leur tranchait la gorge ?,Sexisme
2559,Why don't we just get rid of women once and for all?,Pourquoi ne pas tout simplement se débarrasser des femmes une fois pour toutes ?,Sexisme
2560,Where is the mistake in saying that women like you deserve to die?,Où est l'erreur à dire que les femmes comme vous méritent de mourir ?,Sexisme
2561,Isn't it apparent that we would be better off if those women were eradicated?,N'est-il pas évident que nous serions mieux lotis si ces femmes étaient éradiquées ?,Sexisme
2562,Am I wrong to think that those kinds of women ought to be executed?,Ai-je tort de penser que ce genre de femmes devraient être exécutées ?,Sexisme
2563,Where is the error in thinking that female lives aren't worth shit?,Où est l'erreur à penser que la vie des femmes ne vaut rien ?,Sexisme
2564,Why is it that women are all complete assholes?,Pourquoi les femmes sont-elles toutes des connasses complètes ?,Sexisme
2565,When will it finally be clear to people that it's in a woman's nature to be an annoying prick?,Quand est-ce que les gens comprendront enfin que c'est dans la nature des femmes d'être des pestes agaçantes ?,Sexisme
2566,I find all women disgusting.,Je trouve toutes les femmes répugnantes.,Sexisme
2567,I firmly believe that only women can be so ignorant.,Je suis fermement convaincue que seules les femmes peuvent être aussi ignorantes.,Sexisme
2568,I think it's typical of women to be that stupid.,Je pense que c'est typique des femmes d'être aussi stupides.,Sexisme
2569,I really think women are just the dumbest people.,Je pense vraiment que les femmes sont les personnes les plus stupides.,Sexisme
2570,Women are scum to me.,Les femmes sont de la racaille à mes yeux.,Sexisme
2571,"In my opinion, women are worthless dirt.","À mon avis, les femmes ne sont que des déchets.",Sexisme
2572,"As far as I am concerned, women are human garbage.","Pour moi, les femmes sont des déchets humains.",Sexisme
2573,I really do believe women are just lesser beings.,Je crois vraiment que les femmes sont des êtres inférieurs.,Sexisme
2574,"If you ask me, women like you are no better than rats.","Si vous voulez mon avis, les femmes comme vous ne valent pas mieux que des rats.",Sexisme
2575,"To my mind, female lives are worth absolutely nothing.","À mon avis, la vie des femmes ne vaut absolument rien.",Sexisme
2576,I think that women should all be killed.,Je pense que toutes les femmes devraient être tuées.,Sexisme
2577,"In my opinion, women like you deserve to die.","À mon avis, les femmes comme toi méritent de mourir.",Sexisme
2578,"As I see it, we should get rid of women once and for all.","À mon avis, il faudrait se débarrasser des femmes une fois pour toutes.",Sexisme
2579,"Personally, I think we should just hang all these women.","Personnellement, je pense qu'on devrait tout simplement pendre toutes ces femmes.",Sexisme
2580,"In my view, those kinds of women ought to be executed.","À mon avis, ce genre de femmes devraient être exécutées.",Sexisme
2581,I think someone should snap the necks of those women.,Je pense que quelqu'un devrait leur briser la nuque.,Sexisme
2582,I think most women are seriously fucked in the head.,Je pense que la plupart des femmes sont complètement cinglées.,Sexisme
2583,"As far as I am concerned, women can all go fuck themselves.","Pour ce qui me concerne, les femmes peuvent toutes aller se faire foutre.",Sexisme
2584,I believe female lives aren't worth shit.,Je crois que la vie des femmes ne vaut rien.,Sexisme
2585,I live with two women.,Je vis avec deux femmes.,Sexisme
2586,We are a group of women.,Nous sommes un groupe de femmes.,Sexisme
2587,Her colleague is a woman.,Sa collègue est une femme.,Sexisme
2588,They work with a lot of women.,Ils travaillent avec beaucoup de femmes.,Sexisme
2589,I do not know many women.,Je ne connais pas beaucoup de femmes.,Sexisme
2590,Are there any women on your course?,Y a-t-il des femmes dans votre promotion ?,Sexisme
2591,His therapist is a woman.,Sa thérapeute est une femme.,Sexisme
2592,There is a woman on my football team.,Il y a une femme dans mon équipe de football.,Sexisme
2593,The guitar player in that band is a woman.,La guitariste de ce groupe est une femme.,Sexisme
2594,This is the first time a woman is nominated.,C'est la première fois qu'une femme est nommée.,Sexisme
2595,More than half of the participants were women.,Plus de la moitié des participants étaient des femmes.,Sexisme
2596,Three women were elected to parliament today.,Trois femmes ont été élues au Parlement aujourd'hui.,Sexisme
2597,We have never had a female president.,Nous n'avons jamais eu de femme présidente.,Sexisme
2598,There are very few women at my school.,Il y a très peu de femmes dans mon école.,Sexisme
2599,We do not cover a lot of female authors.,Nous ne couvrons pas beaucoup d'autrices.,Sexisme
2600,The CEO of that company is a woman.,La PDG de cette entreprise est une femme.,Sexisme
2601,My manager is also a woman.,Ma responsable est également une femme.,Sexisme
2602,Quite a few women live around there,Il y a pas mal de femmes qui vivent dans le coin.,Sexisme
2603,I love women.,J'aime les femmes.,Sexisme
2604,I absolutely adore women.,J'adore les femmes.,Sexisme
2605,These women make me so happy.,Ces femmes me rendent tellement heureuse.,Sexisme
2606,Seeing women in government makes me so proud.,Voir des femmes au gouvernement me rend tellement fière.,Sexisme
2607,Women are beautiful.,Les femmes sont belles.,Sexisme
2608,Women like you are gorgeous.,Les femmes comme toi sont magnifiques.,Sexisme
2609,All women like them are amazing.,Toutes les femmes comme elles sont extraordinaires.,Sexisme
2610,Women being in charge is a credit to our society.,Le fait que les femmes occupent des postes à responsabilité est un atout pour notre société.,Sexisme
2611,Only women are that kind and compassionate.,Seules les femmes sont aussi gentilles et compatissantes.,Sexisme
2612,Women are great.,Les femmes sont formidables.,Sexisme
2613,Women like you are absolute heroes.,Les femmes comme vous sont de véritables héroïnes.,Sexisme
2614,Women are wonderful beings.,Les femmes sont des êtres merveilleux.,Sexisme
2615,Female lives are worth so much.,La vie des femmes vaut tellement.,Sexisme
2616,Women are fantastic.,Les femmes sont fantastiques.,Sexisme
2617,You and all the other women are a blessing to society.,Vous et toutes les autres femmes êtes une bénédiction pour la société.,Sexisme
2618,Women belong in our government.,Les femmes ont leur place dans notre gouvernement.,Sexisme
2619,Putting a woman in charge is the best thing anyone can do.,Confier les rênes à une femme est la meilleure chose que l'on puisse faire.,Sexisme
2620,I'm going to hug a woman tomorrow.,Je vais prendre une femme dans mes bras demain.,Sexisme
2621,I wish I could date a woman.,J'aimerais pouvoir sortir avec une femme.,Sexisme
2622,I am going to make those women smile.,Je vais faire sourire ces femmes.,Sexisme
2623,I'm going to help out a woman tomorrow.,Je vais aider une femme demain.,Sexisme
2624,I will embrace you and any other women like you.,"Je t'accueillerai, toi et toutes les autres femmes comme toi.",Sexisme
2625,I'll cherish any woman like you.,Je chérirai toute femme comme toi.,Sexisme
2626,Women should all be admired.,Toutes les femmes devraient être admirées.,Sexisme
2627,We should look up to these women.,Nous devrions admirer ces femmes.,Sexisme
2628,Those kinds of women ought to be celebrated.,Ces femmes-là méritent d'être célébrées.,Sexisme
2629,"In a just world, women would all be honoured.","Dans un monde juste, toutes les femmes seraient honorées.",Sexisme
2630,"If you say ""I hate women"", then you are a bigot!","Si vous dites « Je déteste les femmes », alors vous êtes un intolérant !",Sexisme
